olive_plan_id,olive_plan_name,platform,olive_placement_id,olive_placement_type,date,opid,In_View_Impressions,Valid_and_Viewable_Impressions,In_View_Measurable_Impressions_viewability,Audible_And_Visible_On_Complete,In_View_Measurable_Impressions_AVOC,Valid_and_AVOC_Impressions
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990645,In-stream video (skippable),2022-02-04,2990645,972,,20058,,20058,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989303,In-stream video (skippable),2022-02-04,2989303,44121,,160756,6476,160756,6476
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989231,In-stream video (skippable),2022-02-04,2989231,162126,,796033,3841,796033,3841
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990690,In-stream video (skippable),2022-02-04,2990690,3296,,4092,,4092,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990648,In-stream video (skippable),2022-02-05,2990648,523,,8346,,8346,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990653,In-stream video (skippable),2022-02-05,2990653,180,,5479,,5479,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989225,In-stream video (skippable),2022-02-05,2989225,207634,,660882,9245,660882,9245
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990664,In-stream video (skippable),2022-02-05,2990664,31195,31195,31195,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990662,In-stream video (skippable),2022-02-05,2990662,3694,3694,3694,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990670,In-stream video (skippable),2022-02-05,2990670,8404,8404,8404,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990651,In-stream video (skippable),2022-02-05,2990651,363,,9187,,9187,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990650,In-stream video (skippable),2022-02-05,2990650,347,,4906,,4906,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990639,In-stream video (skippable),2022-02-05,2990639,3502,,74616,,74616,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990656,In-stream video (skippable),2022-02-05,2990656,282,,4190,,4190,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989293,In-stream video (skippable),2022-02-05,2989293,33321,,121352,2478,121352,2478
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990643,In-stream video (skippable),2022-02-05,2990643,184,,4899,,4899,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989301,In-stream video (skippable),2022-02-05,2989301,1674,,4100,230,4100,230
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990646,In-stream video (skippable),2022-02-05,2990646,391,,7272,,7272,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990640,In-stream video (skippable),2022-02-05,2990640,610,,9611,,9611,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990684,In-stream video (skippable),2022-02-05,2990684,775,,984,,984,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989230,In-stream video (skippable),2022-02-05,2989230,5788,,20565,281,20565,281
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990674,In-stream video (skippable),2022-02-05,2990674,910,,1172,,1172,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990663,In-stream video (skippable),2022-02-05,2990663,51304,51304,51304,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990658,In-stream video (skippable),2022-02-05,2990658,41,,657,,657,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989294,In-stream video (skippable),2022-02-05,2989294,20972,,76225,2944,76225,2944
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990687,In-stream video (skippable),2022-02-05,2990687,728,,888,,888,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990676,In-stream video (skippable),2022-02-05,2990676,1406,,1742,,1742,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990665,In-stream video (skippable),2022-02-05,2990665,8141,8141,8141,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990657,In-stream video (skippable),2022-02-05,2990657,101,,2621,,2621,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989223,In-stream video (skippable),2022-02-05,2989223,86408,,244072,2567,244072,2567
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990641,In-stream video (skippable),2022-02-05,2990641,1147,,28111,,28111,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989228,In-stream video (skippable),2022-02-05,2989228,165842,,769891,3632,769891,3632
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990691,In-stream video (skippable),2022-02-05,2990691,652,,816,,816,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990683,In-stream video (skippable),2022-02-05,2990683,643,,761,,761,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990682,In-stream video (skippable),2022-02-05,2990682,900,,1127,,1127,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990681,In-stream video (skippable),2022-02-05,2990681,390,,506,,506,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989222,In-stream video (skippable),2022-02-05,2989222,161046,,766038,3316,766038,3316
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990689,In-stream video (skippable),2022-02-05,2990689,496,,619,,619,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990672,In-stream video (skippable),2022-02-05,2990672,195,,258,,258,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990668,In-stream video (skippable),2022-02-05,2990668,19528,19528,19528,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990655,In-stream video (skippable),2022-02-05,2990655,264,,7833,,7833,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989221,In-stream video (skippable),2022-02-05,2989221,137092,,495961,4019,495961,4019
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990678,In-stream video (skippable),2022-02-05,2990678,750,,913,,913,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990647,In-stream video (skippable),2022-02-05,2990647,401,,13298,,13298,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990654,In-stream video (skippable),2022-02-05,2990654,48,,1058,,1058,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990673,In-stream video (skippable),2022-02-05,2990673,246,,327,,327,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990686,In-stream video (skippable),2022-02-05,2990686,1864,,2314,,2314,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990679,In-stream video (skippable),2022-02-05,2990679,876,,1072,,1072,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989300,In-stream video (skippable),2022-02-05,2989300,45867,,188078,6684,188078,6684
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990685,In-stream video (skippable),2022-02-05,2990685,317,,408,,408,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989295,In-stream video (skippable),2022-02-05,2989295,2334,,6350,244,6350,244
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989297,In-stream video (skippable),2022-02-05,2989297,15953,,50969,3306,50969,3306
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990644,In-stream video (skippable),2022-02-05,2990644,2829,,67671,,67671,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990667,In-stream video (skippable),2022-02-05,2990667,38807,38807,38807,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989299,In-stream video (skippable),2022-02-05,2989299,43071,,148775,3733,148775,3733
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990659,In-stream video (skippable),2022-02-05,2990659,38339,38339,38339,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989298,In-stream video (skippable),2022-02-05,2989298,346,,1137,43,1137,43
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989229,In-stream video (skippable),2022-02-05,2989229,41244,,106806,1645,106806,1645
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990669,In-stream video (skippable),2022-02-05,2990669,5241,5241,5241,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989296,In-stream video (skippable),2022-02-05,2989296,1476,,5918,240,5918,240
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989304,In-stream video (skippable),2022-02-05,2989304,207,,708,33,708,33
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989232,In-stream video (skippable),2022-02-05,2989232,37825,,137381,1144,137381,1144
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Twitter - Official,2989305,In-stream video (skippable),2022-02-05,2989305,,1798017,,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990642,In-stream video (skippable),2022-02-05,2990642,1105,,19147,,19147,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990675,In-stream video (skippable),2022-02-05,2990675,566,,726,,726,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989302,In-stream video (skippable),2022-02-05,2989302,1214,,4750,206,4750,206
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989226,In-stream video (skippable),2022-02-05,2989226,46269,,180227,1263,180227,1263
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990652,In-stream video (skippable),2022-02-05,2990652,63,,1046,,1046,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990680,In-stream video (skippable),2022-02-05,2990680,923,,1211,,1211,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990661,In-stream video (skippable),2022-02-05,2990661,5682,5682,5682,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989227,In-stream video (skippable),2022-02-05,2989227,164804,,574195,4838,574195,4838
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990660,In-stream video (skippable),2022-02-05,2990660,18212,18212,18212,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990688,In-stream video (skippable),2022-02-05,2990688,607,,743,,743,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989224,In-stream video (skippable),2022-02-05,2989224,13238,,44161,588,44161,588
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990666,In-stream video (skippable),2022-02-05,2990666,3644,3644,3644,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990649,In-stream video (skippable),2022-02-05,2990649,214,,4175,,4175,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990677,In-stream video (skippable),2022-02-05,2990677,268,,333,,333,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990645,In-stream video (skippable),2022-02-05,2990645,836,,16681,,16681,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989303,In-stream video (skippable),2022-02-05,2989303,19600,,55582,4311,55582,4311
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989231,In-stream video (skippable),2022-02-05,2989231,290713,,908447,11944,908447,11944
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990690,In-stream video (skippable),2022-02-05,2990690,1556,,1902,,1902,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990648,In-stream video (skippable),2022-02-06,2990648,350,,5781,,5781,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990653,In-stream video (skippable),2022-02-06,2990653,114,,2966,,2966,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989225,In-stream video (skippable),2022-02-06,2989225,206285,,671447,9491,671447,9491
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990664,In-stream video (skippable),2022-02-06,2990664,27987,27987,27987,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990662,In-stream video (skippable),2022-02-06,2990662,1423,1423,1423,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990670,In-stream video (skippable),2022-02-06,2990670,6100,6100,6100,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990651,In-stream video (skippable),2022-02-06,2990651,386,,10377,,10377,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990650,In-stream video (skippable),2022-02-06,2990650,270,,3706,,3706,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990639,In-stream video (skippable),2022-02-06,2990639,3604,,77194,,77194,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990656,In-stream video (skippable),2022-02-06,2990656,311,,4729,,4729,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989293,In-stream video (skippable),2022-02-06,2989293,40595,,149667,3076,149667,3076
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990643,In-stream video (skippable),2022-02-06,2990643,240,,7090,,7090,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989301,In-stream video (skippable),2022-02-06,2989301,3925,,10794,586,10794,586
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990646,In-stream video (skippable),2022-02-06,2990646,258,,4081,,4081,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990640,In-stream video (skippable),2022-02-06,2990640,492,,7189,,7189,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990684,In-stream video (skippable),2022-02-06,2990684,872,,1101,,1101,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989230,In-stream video (skippable),2022-02-06,2989230,8388,,30959,313,30959,313
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990674,In-stream video (skippable),2022-02-06,2990674,1062,,1366,,1366,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990663,In-stream video (skippable),2022-02-06,2990663,32381,32381,32381,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990658,In-stream video (skippable),2022-02-06,2990658,33,,494,,494,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989294,In-stream video (skippable),2022-02-06,2989294,17979,,67284,2625,67284,2625
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990687,In-stream video (skippable),2022-02-06,2990687,832,,1045,,1045,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990676,In-stream video (skippable),2022-02-06,2990676,1495,,1845,,1845,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990665,In-stream video (skippable),2022-02-06,2990665,3837,3837,3837,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990657,In-stream video (skippable),2022-02-06,2990657,39,,1022,,1022,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989223,In-stream video (skippable),2022-02-06,2989223,81982,,243979,2517,243979,2517
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990641,In-stream video (skippable),2022-02-06,2990641,757,,16950,,16950,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989228,In-stream video (skippable),2022-02-06,2989228,258793,,1092422,5424,1092422,5424
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990691,In-stream video (skippable),2022-02-06,2990691,733,,912,,912,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990683,In-stream video (skippable),2022-02-06,2990683,658,,784,,784,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990682,In-stream video (skippable),2022-02-06,2990682,1160,,1400,,1400,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990681,In-stream video (skippable),2022-02-06,2990681,487,,616,,616,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989222,In-stream video (skippable),2022-02-06,2989222,233273,,1002593,4351,1002593,4351
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990689,In-stream video (skippable),2022-02-06,2990689,593,,736,,736,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990672,In-stream video (skippable),2022-02-06,2990672,217,,311,,311,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990668,In-stream video (skippable),2022-02-06,2990668,21658,21658,21658,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990655,In-stream video (skippable),2022-02-06,2990655,286,,9918,,9918,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989221,In-stream video (skippable),2022-02-06,2989221,111264,,407944,3514,407944,3514
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990678,In-stream video (skippable),2022-02-06,2990678,706,,892,,892,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990647,In-stream video (skippable),2022-02-06,2990647,131,,2898,,2898,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990654,In-stream video (skippable),2022-02-06,2990654,38,,652,,652,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990673,In-stream video (skippable),2022-02-06,2990673,312,,419,,419,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990686,In-stream video (skippable),2022-02-06,2990686,1852,,2336,,2336,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990679,In-stream video (skippable),2022-02-06,2990679,823,,1043,,1043,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989300,In-stream video (skippable),2022-02-06,2989300,47610,,191137,6872,191137,6872
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990685,In-stream video (skippable),2022-02-06,2990685,347,,475,,475,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989295,In-stream video (skippable),2022-02-06,2989295,4040,,12165,385,12165,385
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989297,In-stream video (skippable),2022-02-06,2989297,16722,,52947,3383,52947,3383
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990644,In-stream video (skippable),2022-02-06,2990644,2656,,62377,,62377,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990667,In-stream video (skippable),2022-02-06,2990667,51678,51678,51678,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989299,In-stream video (skippable),2022-02-06,2989299,54152,,183928,4778,183928,4778
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990659,In-stream video (skippable),2022-02-06,2990659,34834,34834,34834,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989298,In-stream video (skippable),2022-02-06,2989298,607,,2236,51,2236,51
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989229,In-stream video (skippable),2022-02-06,2989229,61741,,169930,2538,169930,2538
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990669,In-stream video (skippable),2022-02-06,2990669,4282,4282,4282,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989296,In-stream video (skippable),2022-02-06,2989296,2786,,10878,442,10878,442
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989304,In-stream video (skippable),2022-02-06,2989304,457,,1312,42,1312,42
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989232,In-stream video (skippable),2022-02-06,2989232,36726,,143132,1119,143132,1119
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Twitter - Official,2989305,In-stream video (skippable),2022-02-06,2989305,,1987211,,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990642,In-stream video (skippable),2022-02-06,2990642,700,,11608,,11608,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990675,In-stream video (skippable),2022-02-06,2990675,783,,956,,956,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989302,In-stream video (skippable),2022-02-06,2989302,3287,,12075,451,12075,451
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989226,In-stream video (skippable),2022-02-06,2989226,38259,,160452,1134,160452,1134
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990652,In-stream video (skippable),2022-02-06,2990652,48,,951,,951,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990680,In-stream video (skippable),2022-02-06,2990680,1014,,1352,,1352,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990661,In-stream video (skippable),2022-02-06,2990661,3792,3792,3792,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989227,In-stream video (skippable),2022-02-06,2989227,126394,,453691,3974,453691,3974
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990660,In-stream video (skippable),2022-02-06,2990660,13501,13501,13501,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990688,In-stream video (skippable),2022-02-06,2990688,655,,816,,816,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989224,In-stream video (skippable),2022-02-06,2989224,10216,,35679,455,35679,455
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990666,In-stream video (skippable),2022-02-06,2990666,1897,1897,1897,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990649,In-stream video (skippable),2022-02-06,2990649,121,,2257,,2257,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990677,In-stream video (skippable),2022-02-06,2990677,236,,313,,313,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990645,In-stream video (skippable),2022-02-06,2990645,579,,8775,,8775,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989303,In-stream video (skippable),2022-02-06,2989303,19237,,55798,4473,55798,4473
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Facebook/Instagram,2989231,In-stream video (skippable),2022-02-06,2989231,261930,,827845,13171,827845,13171
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990690,In-stream video (skippable),2022-02-06,2990690,1730,,2153,,2153,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990648,In-stream video (skippable),2022-02-07,2990648,313,,5072,,5072,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990653,In-stream video (skippable),2022-02-07,2990653,58,,1771,,1771,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990664,In-stream video (skippable),2022-02-07,2990664,23073,23073,23073,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990662,In-stream video (skippable),2022-02-07,2990662,909,909,909,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990670,In-stream video (skippable),2022-02-07,2990670,4681,4681,4681,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990651,In-stream video (skippable),2022-02-07,2990651,166,,4278,,4278,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990650,In-stream video (skippable),2022-02-07,2990650,212,,2974,,2974,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990639,In-stream video (skippable),2022-02-07,2990639,1320,,26408,,26408,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990656,In-stream video (skippable),2022-02-07,2990656,147,,2222,,2222,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990643,In-stream video (skippable),2022-02-07,2990643,2788,,63508,,63508,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990646,In-stream video (skippable),2022-02-07,2990646,184,,1800,,1800,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990640,In-stream video (skippable),2022-02-07,2990640,610,,9718,,9718,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990684,In-stream video (skippable),2022-02-07,2990684,1952,,2504,,2504,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990674,In-stream video (skippable),2022-02-07,2990674,1222,,1667,,1667,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990663,In-stream video (skippable),2022-02-07,2990663,21333,21333,21333,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990658,In-stream video (skippable),2022-02-07,2990658,16,,235,,235,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990687,In-stream video (skippable),2022-02-07,2990687,954,,1215,,1215,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990676,In-stream video (skippable),2022-02-07,2990676,2128,,2698,,2698,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990665,In-stream video (skippable),2022-02-07,2990665,3785,3785,3785,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990657,In-stream video (skippable),2022-02-07,2990657,36,,748,,748,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990641,In-stream video (skippable),2022-02-07,2990641,476,,9069,,9069,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990691,In-stream video (skippable),2022-02-07,2990691,969,,1193,,1193,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990683,In-stream video (skippable),2022-02-07,2990683,767,,929,,929,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990682,In-stream video (skippable),2022-02-07,2990682,1436,,1788,,1788,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990681,In-stream video (skippable),2022-02-07,2990681,953,,1238,,1238,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990689,In-stream video (skippable),2022-02-07,2990689,1180,,1491,,1491,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990672,In-stream video (skippable),2022-02-07,2990672,530,,760,,760,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990668,In-stream video (skippable),2022-02-07,2990668,17745,17745,17745,,,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990655,In-stream video (skippable),2022-02-07,2990655,152,,4637,,4637,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990678,In-stream video (skippable),2022-02-07,2990678,1028,,1268,,1268,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990647,In-stream video (skippable),2022-02-07,2990647,96,,2106,,2106,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990654,In-stream video (skippable),2022-02-07,2990654,29,,458,,458,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990673,In-stream video (skippable),2022-02-07,2990673,630,,819,,819,
15888,Pixel Brand US Q1 2022 Q1 2022 North America,Snapchat,2990686,In-stream video (skippable),2022-02-07,2990686,2178,,2819,,2819,
